Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;;601$a;;606$a;606$a;606$a;607$a;300$a;330$a
C2000-ARD2;23051209;CDA;L'image pornographique;"Cycle de conférences Ciné rose, c'est la vie"" coordonnée par Thomas Soriano""";Ardenne;Paul;;2000;fre;;;;;Érotisme;Pornographie;;;"Conférence donnée par Paul Ardenne le 26 avril 2000 dans le cadre du Cycle de conférences Ciné rose c'est la vie"". ""Au moment où l'art use et abuse des figures de la sexualité, il paraîtra opportun d'interroger l'imagerie sexuelle low où s'incarne le genre pornographique. Un retour au degré zéro de l'image sexuée, si l'on entend bien considérer d'abord pour ce qu'elle est l'image ""X"": une production dont l'économie, médiocre par destination, réside foncièrement dans l'utilité.""""
Cycle de conférences Ciné rose c'est la vie"": ""Le dernier cycle de conférences de l'année, ainsi placé sous les auspices de Duchamp, pour tenter une caractérisation de l'image érotique (film, vidéo, photographie) que l'on aimerait voir mener avec la précision de l'entomologiste, invitera à un parcours singulier entre: objet érotique-paradoxe-violence-beauté-poésie-mystique. Ce qu'autorise la phrase de Bataille: il n'y a pas de mur entre érotisme et mystique. Dénoncer la dénégation de la plaie sexuelle et prendre l'objet érotique comme guide ne peut être autre chose que vouloir faire coïncider... sainteté et athéisme! Car, quand l'expérience mystique révèle une absence d'objet, l'expérience érotique travaille, elle, à l'abolition du sujet devant cet objet paradoxal: le lieu de la jouissance, qui peut s'énoncer comme... suppression du sujet et de l'objet. Alors l'image, loin d'autoriser une simple catharsis, pourrait être un passage obligé pour cette violence, étrangère à tout langage, qui réside au fond de toute jouissance humaine. Il s'agira donc, en analysant ces images ""maudites"", ""bannies"", d'accepter que s'ouvrent plus largement, à ladite violence, à l'instar du geste sadien, les portes de l'art, même."" (Source : Rapport d'activité 1999/2000)""";
C2000-AUB1;23051631;CDA;Obscurité du nombre, lumière des chiffres;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Aubusson;Bruno;;2000;fre;;;;;Nombre;;;;"Conférence de Yves Le Fur dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Yves Le Fur donnée le 2 février 2000 dans le cadre du cycle de conférences ""Nombres, fétiches"". ""Pénombre: la peine et le nombre; une lumière particulière; scruter l'ambiguïté; la recherche d'un gai savoir. L'association Pénombre est née en 1993 pour développer un espace de réflexion sur l'usage du nombre dans les débats de société. Elle veut promouvoir ces échanges entre les spécialistes producteurs de données et des ""consommateurs"" variés: responsables administratifs ou politiques, journalustes, enseignants, citoyens animés d'une exigence critique."" (Source: Rapport d'activité 1999/2000)";
C2000-AUB2;2305162X;CDA;Obscurité du nombre, lumière des chiffres;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Aubusson;Bruno;;2000;fre;;;;;Nombre;;;;"Conférence de Yves Le Fur dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Yves Le Fur donnée le 2 février 2000 dans le cadre du cycle de conférences ""Nombres, fétiches"". ""Pénombre: la peine et le nombre; une lumière particulière; scruter l'ambiguïté; la recherche d'un gai savoir. L'association Pénombre est née en 1993 pour développer un espace de réflexion sur l'usage du nombre dans les débats de société. Elle veut promouvoir ces échanges entre les spécialistes producteurs de données et des ""consommateurs"" variés: responsables administratifs ou politiques, journalustes, enseignants, citoyens animés d'une exigence critique."" (Source: Rapport d'activité 1999/2000)";
C2000-DAC1;23051655;CDA;Jean Dubuffet: les voyages au Sahara, l'Art Brut et Cie;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Da Costa;Valérie;;2000;fre;Dubuffet, Jean (1901-1985);;;;;;;;"Conférence de Valérie Da Costa dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Valérie Da Costa donnée le 8 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Dans la deuxième moitié des années 40, Jean Dubuffet fait deux découvertes qui ouvrent une voie nouvelle dans son ?uvre: l'Art Brut en 1945 et le Sahara algérien entre 1947 et 1949. Ces évènements l'engagent à réfléchir autrement sur la création artistique au-delà des considérations esthétiques traditionnelles et de l'héritage culturel européen."" (Source: Rapport d'activité 1999/2000)""";
C2000-DAC2;23051643;CDA;Jean Dubuffet: les voyages au Sahara, l'Art Brut et Cie;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Da Costa;Valérie;;2000;fre;Dubuffet, Jean (1901-1985);;;;;;;;"Conférence de Valérie Da Costa dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Valérie Da Costa donnée le 8 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Dans la deuxième moitié des années 40, Jean Dubuffet fait deux découvertes qui ouvrent une voie nouvelle dans son ?uvre: l'Art Brut en 1945 et le Sahara algérien entre 1947 et 1949. Ces évènements l'engagent à réfléchir autrement sur la création artistique au-delà des considérations esthétiques traditionnelles et de l'héritage culturel européen."" (Source: Rapport d'activité 1999/2000)""";
C2000-DEM;23051679;CDA;Lecture de Jacques Demarcq;"Cycle de conférences Quels réalismes aujourd'hui?"" coordonné par Elisabeth Milon et Jacques Demarcq""";Demarcq;Jacques;;2000;fre;;;;;;;;;"Conférence donnée par Jacques Demarcq dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)""
Conférence donnée par Jacques Demarcq le 6 décembre 2000 dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"" .""Jacques Demarcq est très pris, comme les poètes modernes, par ces jeux de mots qui ne sont plus des jeux depuis Jarry, par la passion du rythme et du rire - hénaurme ou angoissé. (...)"".(Source : Rapport d'activité 2000/2001)""";
C2000-DUR1;23051835;CDA;[Conférence];"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Durham;Jimmie;;2000;fre;Durham, Jimmie (1940-....);;;;Symbolisme des nombres;Numérologie;;;"Conférence de Jimmie Durham dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Jimmie Durham donnée le 22 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Né en 1940, Jimmie Durham a participé activement au mouvement pour la reconnaissance des droits des Indiens d'Amérique, qu'il a représenté auprès des Nations Unies. Autour de nombreux articles et de poèmes réunis dans ""A Certain Lack of Confidence"" (Kala Press, Londres, 1993), il s'est fait connaître comme artiste plasticien au milieu des années 80. Il vit et travaille depuis quelques années en Europe."" (Source: Rapport d'activité 1999/2000)""";
C2000-DUR2;2305303X;CDA;[Conférence];"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Durham;Jimmie;;2000;fre;Durham, Jimmie (1940-....);;;;Symbolisme des nombres;Numérologie;;;"Conférence de Jimmie Durham dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Jimmie Durham donnée le 22 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Né en 1940, Jimmie Durham a participé activement au mouvement pour la reconnaissance des droits des Indiens d'Amérique, qu'il a représenté auprès des Nations Unies. Autour de nombreux articles et de poèmes réunis dans ""A Certain Lack of Confidence"" (Kala Press, Londres, 1993), il s'est fait connaître comme artiste plasticien au milieu des années 80. Il vit et travaille depuis quelques années en Europe."" (Source: Rapport d'activité 1999/2000)""";
C2000-GRA;2305108X;CDA;[Conférence];"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Grangaud;Michelle;;2000;fre;Grangaud, Michelle(1941-....);;;;Symbolisme des nombres;Numérologie;;;"Conférence de Michèle Grangaud dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Michèle Grangaud donnée le 1er mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Michèle Grangaud, poète, écrivain, est membre de l'OULIPO. Elle a écrit, entre autres, ""Poèmes fondus"" (POL) une transformation en Haïkus de poèmes de Baudelaire, Heredia etc. (...)"" (Source: Rapport d'activité 1999/2000)""";
C2000-GRA;23051091;CDA;[Conférence de Kathelin Gray];"Cycle de conférences Quels réalismes aujourd'hui?"" coordonné par Elisabeth Milon et Jacques Demarcq""";Gray;Kathelin;;2000;fre;Gray, Kathelin;;;;;;;;"Conférence donnée par Kathelin Gray dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)""
Conférence donnée par Kathelin Gray le 29 novembre 2000 dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"" .""Femme de passion et d'aventure, aussi soucieuse d'intégrer les anciennes cultures que de rapprocher recherche scientifique et démarche artistique au sein d'environnements extrêmes, Kathelin Gray sillonne la planète en la jalonnant de créations qui dérangent. (...)"".(Source : Rapport d'activité 2000/2001)""";
C2000-GUS;23051745;CDA;[Conférence];"Cycle de conférences Ciné rose, c'est la vie"" coordonnée par Thomas Soriano""";P. Gustave;Hervé;;2000;fre;;;;;Érotisme;Pornographie;;;"Conférence donnée par Hervé Gustave le 31 mai 2000 dans le cadre du Cycle de conférences Ciné rose c'est la vie"".""
Cycle de conférences Ciné rose c'est la vie"": ""Le dernier cycle de conférences de l'année, ainsi placé sous les auspices de Duchamp, pour tenter une caractérisation de l'image érotique (film, vidéo, photographie) que l'on aimerait voir mener avec la précision de l'entomologiste, invitera à un parcours singulier entre: objet érotique-paradoxe-violence-beauté-poésie-mystique. Ce qu'autorise la phrase de Bataille: il n'y a pas de mur entre érotisme et mystique. Dénoncer la dénégation de la plaie sexuelle et prendre l'objet érotique comme guide ne peut être autre chose que vouloir faire coïncider... sainteté et athéisme! Car, quand l'expérience mystique révèle une absence d'objet, l'expérience érotique travaille, elle, à l'abolition du sujet devant cet objet paradoxal: le lieu de la jouissance, qui peut s'énoncer comme... suppression du sujet et de l'objet. Alors l'image, loin d'autoriser une simple catharsis, pourrait être un passage obligé pour cette violence, étrangère à tout langage, qui réside au fond de toute jouissance humaine. Il s'agira donc, en analysant ces images ""maudites"", ""bannies"", d'accepter que s'ouvrent plus largement, à ladite violence, à l'instar du geste sadien, les portes de l'art, même."" (Source : Rapport d'activité 1999/2000)""";
C2000-HEI;23050932;CDA;Lecture;;Heidsieck;Bernard;;1999;fre;;;;;Poésie;;;;"Lecture de Bernard Heidsieck, poète, le 9 février 2000 à 18h30. .Dès les années 50, Bernard Heidsieck relève la poésie, un peu trop couchée sur le papier, pour la mettre debout, sonore et respirante. Comparée à d'autres performances orales, l'intérêt particulier de son approche est que la signification ne s'y perd pas dans le jeu oral ou le bruitage."" (Source: Rapport d'activité 1999/2000)""";
C2000-JUD;23051721;CDA;[Conférence];;Judd;Donald;;2000;fre;Judd, Donald;;;;;;;;Conférence de Donald Judd le 26 octobre 2000.;
C2000-LEB1;23052023;CDA;Subversion du réalisme;;Leboutte;Patrick;;2000;fre;;;;;Réalisme (cinéma);;;;"Conférence de Patrick Leboutte le 13 décembre 2000. Notre époque connaît une standardisation massive de l'ensemble du cinéma, désormais englobé dans le secteur plus vaste des industries du loisir. Par ailleurs, c'est tout l'environnement du cinéma qui se trouve totalement modifié: nouveaux outils, nouveaux supports, nouveaux modes de diffusion, nouvelles habitudes du public, imposent aux cinéastes d'inventer des formes nouvelles. Ce contexte favorise l'apparition de pratiques cinématographiques inédites, en particulier dans le cinéma documentaire, où le rapport au réel se trouve fréquemment subverti. Essor de l'autobiographie et du journal filmé, affirmation de l'essai philosophique comme genre documentaire à part entière, porosité des anciennes frontières entre la réalité et la fiction, travail poétique sur les archives, tentatives essayistes, subjectivité davantage revendiquée, sont autant de démarches qui redéfinissent le statut ou la place des cinéastes documentaristes."" Cycle ""Quels réalismes aujourd'hui"".""";
C2000-LEB2;23052011;CDA;Subversion du réalisme;;Leboutte;Patrick;;2000;fre;;;;;Réalisme (cinéma);;;;"Conférence de Patrick Leboutte le 13 décembre 2000. Notre époque connaît une standardisation massive de l'ensemble du cinéma, désormais englobé dans le secteur plus vaste des industries du loisir. Par ailleurs, c'est tout l'environnement du cinéma qui se trouve totalement modifié: nouveaux outils, nouveaux supports, nouveaux modes de diffusion, nouvelles habitudes du public, imposent aux cinéastes d'inventer des formes nouvelles. Ce contexte favorise l'apparition de pratiques cinématographiques inédites, en particulier dans le cinéma documentaire, où le rapport au réel se trouve fréquemment subverti. Essor de l'autobiographie et du journal filmé, affirmation de l'essai philosophique comme genre documentaire à part entière, porosité des anciennes frontières entre la réalité et la fiction, travail poétique sur les archives, tentatives essayistes, subjectivité davantage revendiquée, sont autant de démarches qui redéfinissent le statut ou la place des cinéastes documentaristes."" Cycle ""Quels réalismes aujourd'hui"".""";
C2000-LEF1;23051823;CDA;La mort n'en saura rien;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Le Fur;Yves;;2000;fre;;;;;Crâne;;;;"Conférence de Yves Le Fur dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Yves Le Fur donnée le 15 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""L'approche d'objets d'une culture différente impose de prendre conscience des présupposés de sa propre culture. La mise en perspective de l'utilisation de crânes dans les cultures océaniennes et européennes amène ainsi à reconsidérer les clichés concernant l'Océanie et à rappeler les usages que l'Europe catholique fit des crânes (...). [Il s'agit] de faire comprendre au public de notre époque - pour qui la mort fait l'objet d'un refoulement, voire d'un tabou - comment un dialogue a existé entre les vivants et les morts, et quels liens étaient maintenus entre ce monde et l'au-delà. Universel, le crâne reste le support de ce dialogue.(Source: Rapport d'activité 1999/2000)""";
C2000-LEF2;23051811;CDA;La mort n'en saura rien;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Le Fur;Yves;;2000;fre;;;;;Crâne;Mort;;;"Conférence de Yves Le Fur dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 1999)""
Conférence de Yves Le Fur donnée le 15 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""L'approche d'objets d'une culture différente impose de prendre conscience des présupposés de sa propre culture. La mise en perspective de l'utilisation de crânes dans les cultures océaniennes et européennes amène ainsi à reconsidérer les clichés concernant l'Océanie et à rappeler les usages que l'Europe catholique fit des crânes (...). [Il s'agit] de faire comprendre au public de notre époque - pour qui la mort fait l'objet d'un refoulement, voire d'un tabou - comment un dialogue a existé entre les vivants et les morts, et quels liens étaient maintenus entre ce monde et l'au-delà. Universel, le crâne reste le support de ce dialogue.(Source: Rapport d'activité 1999/2000)""";
C2000-MIT;2305180X;CDA;L'humour des Grecs;"Cycle de conférences Nombres, fétiches"" coordonné par Jean-Pierre Greff""";Mitchell;Alexandre;;2000;fre;;;;;Humour;Vases grecs;;;"Conférence de Alexandre Mitchell dans le cadre du cycle de conférences Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 2000)""
Conférence de Alexandre Mitchell donnée le 29 mars 2000 dans le cadre du cycle de conférences Nombres, fétiches"". ""Une vision traditionnelle de l'art grec insiste sur ""la beauté"", la pureté des lignes, l'harmonie, la gravité ou du moins la pondération. En littérature, si l'on ne s'intéressait qu'à l'""Economique"" de Xénophon, oubliant son ""Banquet"", un chef-d'?uvre de plaisanteries de table, on occulterait tout un versant de la pensée grecque. De même en art, trop d'objets ont été survolés, voire mis à l'écart, notamment des époques archaïque et classique. Je présenterai donc des objets au comique évident, avant un d'analyser un type particulier de support: les vases à thème parodique. J'en profiterai pour montrer comment regarder les peintures sur vases, aux codes iconographiques très définis.""(Source: Rapport d'activité 2000)""";
C2000-PEN;23051680;CDA;Conférence de Charles Pennequin;"Cycle de conférences Quels réalismes aujourd'hui?"" coordonné par Elisabeth Milon et Jacques Demarcq""";Pennequin;Charles;;2000;fre;;;;;;;;;"Conférence donnée par Charles Pennequin dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)""
Conférence donnée par Charles Pennequin, le 15 novembre 2000 dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"" .""On pourrait dire que Charles Pennequin qu'il donne dans le réalisme cru des paroles inutiles: poésie c'est penser contre les idées, parler en dépit des mots, etc."".(Source : Jacques Demarcq dans Rapport d'activité 2000/2001) 1 disque marqué ""No1"".""";
C2000-SCH;23051667;CDA;Conférence de Jean-Louis Schoellkopf;"Cycle de conférences Quels réalismes aujourd'hui?"" coordonné par Elisabeth Milon et Jacques Demarcq""";Schoellkopf;Jean-Louis;;2000;fre;;;;;Photographie documentaire;;;;"Conférence donnée par Jean-Louis Schoellkopf dans le cadre du Cycle de conférences Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)""
Conférence donnée par Jean-Louis Schoellkopf le 22 novembre 2000 dans le cadre du Cycle de conférences Comment documenter, décrire un lieu est une question fondamentale. Une représentation contemporaine du paysage passe par cette implication du politique dans l'image du territoire."".(Source : Rapport d'activité 2000/2001)""";
C2000-SIG1;23051234;CDA;"Table ronde Signes de la Collaboration et de la Résistance en Alsace""""";;Delangle;Philippe;;2000;fre;;;;;Guerre mondiale (1939-1945);;;;"Table ronde avec Philippe Delangle, Léon Strauss, Alphonse Irjud, Alfred Wahl, Georges Foessel, Jean-Claude Richez, Freddy Raphael, Geneviève Herberich le 2 mars 2000. Table ronde organisée autour de la thématique de l'exposition présentée à l'Aubette."".(Source : Jacques Demarcq dans Rapport d'activité 1999/2000)""";
C2000-SIG2;23051210;CDA;"Table ronde Signes de la Collaboration et de la Résistance en Alsace""""";;Delangle;Philippe;;2000;fre;;;;;Guerre mondiale (1939-1945);;;;"Table ronde avec Philippe Delangle, Léon Strauss, Alphonse Irjud, Alfred Wahl, Georges Foessel, Jean-Claude Richez, Freddy Raphael, Geneviève Herberich le 2 mars 2000. Table ronde organisée autour de la thématique de l'exposition présentée à l'Aubette."".(Source : Jacques Demarcq dans Rapport d'activité 1999/2000)""";
C2000-SIG3;23051222;CDA;"Table ronde Signes de la Collaboration et de la Résistance en Alsace""""";;Delangle;Philippe;;2000;fre;;;;;Guerre mondiale (1939-1945);;;;"Table ronde avec Philippe Delangle, Léon Strauss, Alphonse Irjud, Alfred Wahl, Georges Foessel, Jean-Claude Richez, Freddy Raphael, Geneviève Herberich le 2 mars 2000. Table ronde organisée autour de la thématique de l'exposition présentée à l'Aubette."".(Source : Jacques Demarcq dans Rapport d'activité 1999/2000)""";
C2000-SIG4;23361846;CDA;"Table ronde Signes de la Collaboration et de la Résistance dans la France de Vichy""""";;Wlassikoff;Michel;;2000;fre;;;;;Guerre mondiale (1939-1945);;;;"Table ronde avec Michel Wlassikoff, Léon Strauss, Eric Michaud le 9 mars 2000. Table ronde organisée autour de la thématique de l'exposition présentée à l'Aubette."".(Source : Jacques Demarcq dans Rapport d'activité 1999/2000)""";
C2000-SIG5;23361822;CDA;"Table ronde Signes de la Collaboration et de la Résistance dans la France de Vichy""""";;Wlassikoff;Michel;;2000;fre;;;;;Guerre mondiale (1939-1945);;;;"Table ronde avec Michel Wlassikoff, Léon Strauss, Eric Michaud le 9 mars 2000. Table ronde organisée autour de la thématique de l'exposition présentée à l'Aubette."".(Source : Jacques Demarcq dans Rapport d'activité 1999/2000)""";
